registry_id,registry_status,source_basis,municipality_id,municipality_key,name_en,name_ar,name_raw_en_page,name_raw_ar_page,governorate_en,district_en,dglac_source_url_en,dglac_source_url_ar,dglac_detail_status,dglac_detail_fetched_at,dglac_detail_name,email,website,address_summary,latitude,longitude,has_coordinates,has_public_form,form_url,form_status,form_scope_assessment,official_website_status,official_social_status,municipal_app_status,complaint_form_status,news_trace_status,civic_tracker_status,public_forum_status,confirmed_source_urls,candidate_source_urls,candidate_source_families,extracted_contacts,complaint_or_service_workflow,service_scope,incident_or_resolution_signals,best_source_confidence,source_review_required,research_rank,research_tier,batch_id,batch_priority,priority_score,recommended_next_action,reason_codes,official_search_queries,social_search_queries,news_search_queries,event_count,event_ids,event_sectors,event_routing_entities,moim_2025_match_status,moim_2025_match_method,moim_2025_match_score,moim_2025_election_ids,moim_2025_municipality_name_ar,moim_2025_governorate_ar,moim_2025_district_ar,moim_2025_council_members,moim_2025_records_seen,moim_2025_source_pdf_ids,moim_2025_source_pdf_urls,moim_2025_extraction_confidence,data_quality_flags,completeness_score,last_registry_build_at,notes,townhall_lat,townhall_lon,townhall_osm_id,townhall_osm_type,townhall_name_ar,townhall_name_en,townhall_phone,townhall_website,townhall_email,townhall_match_method
MUN-DGLAC-63052,active_in_local_registry,dglac_official_directory,63052,حوبش,,حوبش,حوبش,حوبش,Aakkar,Aakkar,https://www.dglac.gov.lb/en/web/guest/municipalities,https://www.dglac.gov.lb/municipalities,fetched,2026-05-24,حوبش,,,,34.4974452,36.1188777,yes,no,,not_found,none_found,not_found,unknown,unknown,not_found,unknown,unknown,unknown,,,,,,,,,no,24,T2_official_channel_gap,,,93,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;missing_english_name;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,"""حوبش"" municipality Lebanon official website | ""حوبش"" municipality complaint form | ""حوبش"" بلدية شكوى | ""حوبش"" بلدية الموقع الرسمي","site:facebook.com ""حوبش"" municipality | site:facebook.com ""حوبش"" بلدية | site:instagram.com ""حوبش"" municipality | site:x.com ""حوبش"" municipality","""حوبش"" municipality repair Lebanon | ""حوبش"" بلدية اصلاح | NNA ""حوبش"" municipality | ""حوبش"" water electricity waste road Lebanon",0,,,,not_seen_in_text_extracted_moim,,,,,,,,,,,,missing_english_name|missing_verified_official_website|missing_dglac_email|missing_coordinates|no_verified_complaint_workflow|official_social_unknown|no_event_evidence,50,2026-05-29,Official DGLAC detail fetched.,,,,,,,,,,
MUN-DGLAC-55911,active_in_local_registry,dglac_official_directory,55911,bawarj,Bawarj,بوارج,Bawarj,بوارج,Beqaa,Zahle,https://www.dglac.gov.lb/en/web/guest/municipalities,https://www.dglac.gov.lb/municipalities,fetched,2026-05-24,Bawarj,,,,33.8176987,35.8095693,yes,no,,not_found,none_found,not_found,unknown,unknown,not_found,unknown,unknown,unknown,,,,,,,,,no,236,T2_official_channel_gap,,,87,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,"""Bawarj"" municipality Lebanon official website | ""Bawarj"" municipality complaint form | ""بوارج"" بلدية شكوى | ""بوارج"" بلدية الموقع الرسمي","site:facebook.com ""Bawarj"" municipality | site:facebook.com ""بوارج"" بلدية | site:instagram.com ""Bawarj"" municipality | site:x.com ""Bawarj"" municipality","""Bawarj"" municipality repair Lebanon | ""بوارج"" بلدية اصلاح | NNA ""Bawarj"" municipality | ""Bawarj"" water electricity waste road Lebanon",0,,,,matched_to_dglac,exact_ar_name_in_governorate,1.000,MOIM-2025-0d17c34d6da3,بوارج,البقاع,زحلة,12,25,MOIM-2025-349b7211cf87,https://moim.gov.lb/wp-content/uploads/2025/07/نتائج-الانتخابات-البلدية2025-قضاء-زحلة.pdf,high,missing_verified_official_website|missing_dglac_email|missing_coordinates|no_verified_complaint_workflow|official_social_unknown|no_event_evidence,60,2026-05-29,Official DGLAC detail fetched.,,,,,,,,,,
MUN-DGLAC-56001,active_in_local_registry,dglac_official_directory,56001,taalabaya_chtaura,Chatura,شتوره,Chatura,شتوره,Beqaa,Zahle,https://www.dglac.gov.lb/en/web/guest/municipalities,https://www.dglac.gov.lb/municipalities,fetched,2026-05-24,Chatura,,,,33.8172909,35.8676904,yes,no,,not_found,none_found,not_found,unknown,unknown,not_found,unknown,unknown,unknown,,,,,,,,,no,20,T1_seed_planned,MUN-BATCH-004,P2,162,run_full_source_matrix,seed_batch_p2;no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,"""Chatura"" municipality Lebanon official website | ""Chatura"" municipality complaint form | ""شتوره"" بلدية شكوى | ""شتوره"" بلدية الموقع الرسمي","site:facebook.com ""Chatura"" municipality | site:facebook.com ""شتوره"" بلدية | site:instagram.com ""Chatura"" municipality | site:x.com ""Chatura"" municipality","""Chatura"" municipality repair Lebanon | ""شتوره"" بلدية اصلاح | NNA ""Chatura"" municipality | ""Chatura"" water electricity waste road Lebanon",0,,,,matched_to_dglac,exact_ar_name_in_governorate,1.000,MOIM-2025-c88212c48959,شتوره,البقاع,زحلة,9,12,MOIM-2025-349b7211cf87,https://moim.gov.lb/wp-content/uploads/2025/07/نتائج-الانتخابات-البلدية2025-قضاء-زحلة.pdf,high,missing_verified_official_website|missing_dglac_email|missing_coordinates|no_verified_complaint_workflow|official_social_unknown|no_event_evidence,60,2026-05-29,Official DGLAC detail fetched.,,,,,,,,,,
MUN-DGLAC-55965,active_in_local_registry,dglac_official_directory,55965,deir_al_ghazal,Deir Al-Ghazal,دير الغزال,Deir Al-Ghazal,دير الغزال,Beqaa,Zahle,https://www.dglac.gov.lb/en/web/guest/municipalities,https://www.dglac.gov.lb/municipalities,fetched,2026-05-24,Deir Al-Ghazal,,,,33.8244416,36.0436152,yes,yes,https://www.dglac.gov.lb/municipality-form,needs_review,generic_dglac_form_needs_municipality_binding_verification,not_found,unknown,unknown,needs_review,unknown,unknown,unknown,,,,,,,,,no,728,T3_form_present_needs_corroboration,,,70,verify_dglac_form_then_social_news_search,dglac_form_present_verify_workflow;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,"""Deir Al-Ghazal"" municipality Lebanon official website | ""Deir Al-Ghazal"" municipality complaint form | ""دير الغزال"" بلدية شكوى | ""دير الغزال"" بلدية الموقع الرسمي","site:facebook.com ""Deir Al-Ghazal"" municipality | site:facebook.com ""دير الغزال"" بلدية | site:instagram.com ""Deir Al-Ghazal"" municipality | site:x.com ""Deir Al-Ghazal"" municipality","""Deir Al-Ghazal"" municipality repair Lebanon | ""دير الغزال"" بلدية اصلاح | NNA ""Deir Al-Ghazal"" municipality | ""Deir Al-Ghazal"" water electricity waste road Lebanon",0,,,,matched_to_dglac,exact_ar_name_in_governorate,1.000,MOIM-2025-00dc9aa3fd41,دير الغزال,البقاع,زحلة,9,9,MOIM-2025-349b7211cf87,https://moim.gov.lb/wp-content/uploads/2025/07/نتائج-الانتخابات-البلدية2025-قضاء-زحلة.pdf,high,missing_verified_official_website|missing_dglac_email|missing_coordinates|generic_dglac_form_only|official_social_unknown|no_event_evidence,70,2026-05-29,Official DGLAC detail fetched. Generic DGLAC municipality-form link present; not a verified local portal.,,,,,,,,,,
MUN-DGLAC-56019,active_in_local_registry,dglac_official_directory,56019,ferzol,Ferzol,فرزل,Ferzol,فرزل,Beqaa,Zahle,https://www.dglac.gov.lb/en/web/guest/municipalities,https://www.dglac.gov.lb/municipalities,fetched,2026-05-24,Ferzol,,,,33.8746506,35.9434266,yes,no,,not_found,none_found,not_found,unknown,unknown,not_found,unknown,unknown,unknown,,,,,,,,,no,243,T2_official_channel_gap,,,87,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,"""Ferzol"" municipality Lebanon official website | ""Ferzol"" municipality complaint form | ""فرزل"" بلدية شكوى | ""فرزل"" بلدية الموقع الرسمي","site:facebook.com ""Ferzol"" municipality | site:facebook.com ""فرزل"" بلدية | site:instagram.com ""Ferzol"" municipality | site:x.com ""Ferzol"" municipality","""Ferzol"" municipality repair Lebanon | ""فرزل"" بلدية اصلاح | NNA ""Ferzol"" municipality | ""Ferzol"" water electricity waste road Lebanon",0,,,,matched_to_dglac,reconciliation_auto_exact_articleless_ar,1.000,MOIM-2025-8a3882b7d576,الفرزل,البقاع,زحلة,15,32,MOIM-2025-349b7211cf87,https://moim.gov.lb/wp-content/uploads/2025/07/نتائج-الانتخابات-البلدية2025-قضاء-زحلة.pdf,high,missing_verified_official_website|missing_dglac_email|missing_coordinates|no_verified_complaint_workflow|official_social_unknown|no_event_evidence,60,2026-05-29,Official DGLAC detail fetched.,33.8744676,35.943446,572857627,way,قاعة بلدية الفرزل,Municipality Ferzol,+9618950129,,,normalised-en
MUN-DGLAC-55956,active_in_local_registry,dglac_official_directory,55956,hay_al_fikani,Hay Al-Fikani,حي الفيكاني,Hay Al-Fikani,حي الفيكاني,Beqaa,Zahle,https://www.dglac.gov.lb/en/web/guest/municipalities,https://www.dglac.gov.lb/municipalities,fetched,2026-05-24,Hay Al-Fikani,,,,33.8474019,36.0266384,yes,yes,https://www.dglac.gov.lb/municipality-form,needs_review,generic_dglac_form_needs_municipality_binding_verification,not_found,unknown,unknown,needs_review,unknown,unknown,unknown,,,,,,,,,no,729,T3_form_present_needs_corroboration,,,70,verify_dglac_form_then_social_news_search,dglac_form_present_verify_workflow;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,"""Hay Al-Fikani"" municipality Lebanon official website | ""Hay Al-Fikani"" municipality complaint form | ""حي الفيكاني"" بلدية شكوى | ""حي الفيكاني"" بلدية الموقع الرسمي","site:facebook.com ""Hay Al-Fikani"" municipality | site:facebook.com ""حي الفيكاني"" بلدية | site:instagram.com ""Hay Al-Fikani"" municipality | site:x.com ""Hay Al-Fikani"" municipality","""Hay Al-Fikani"" municipality repair Lebanon | ""حي الفيكاني"" بلدية اصلاح | NNA ""Hay Al-Fikani"" municipality | ""Hay Al-Fikani"" water electricity waste road Lebanon",0,,,,matched_to_dglac,exact_ar_name_in_governorate,1.000,MOIM-2025-9ce42d340d00,حي الفيكاني,البقاع,زحلة,12,23,MOIM-2025-349b7211cf87,https://moim.gov.lb/wp-content/uploads/2025/07/نتائج-الانتخابات-البلدية2025-قضاء-زحلة.pdf,high,missing_verified_official_website|missing_dglac_email|missing_coordinates|generic_dglac_form_only|official_social_unknown|no_event_evidence,70,2026-05-29,Official DGLAC detail fetched. Generic DGLAC municipality-form link present; not a verified local portal.,,,,,,,,,,
MUN-DGLAC-56127,active_in_local_registry,dglac_official_directory,56127,hazerta,Hazerta,حزرتا,Hazerta,حزرتا,Beqaa,Zahle,https://www.dglac.gov.lb/en/web/guest/municipalities,https://www.dglac.gov.lb/municipalities,fetched,2026-05-24,Hazerta,,,,33.8755020,35.8665772,yes,no,,not_found,none_found,not_found,unknown,unknown,not_found,unknown,unknown,unknown,,,,,,,,,no,246,T2_official_channel_gap,,,87,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,"""Hazerta"" municipality Lebanon official website | ""Hazerta"" municipality complaint form | ""حزرتا"" بلدية شكوى | ""حزرتا"" بلدية الموقع الرسمي","site:facebook.com ""Hazerta"" municipality | site:facebook.com ""حزرتا"" بلدية | site:instagram.com ""Hazerta"" municipality | site:x.com ""Hazerta"" municipality","""Hazerta"" municipality repair Lebanon | ""حزرتا"" بلدية اصلاح | NNA ""Hazerta"" municipality | ""Hazerta"" water electricity waste road Lebanon",0,,,,matched_to_dglac,exact_ar_name_in_governorate,1.000,MOIM-2025-5099f25b3557,حزرتا,البقاع,زحلة,15,37,MOIM-2025-349b7211cf87,https://moim.gov.lb/wp-content/uploads/2025/07/نتائج-الانتخابات-البلدية2025-قضاء-زحلة.pdf,high,missing_verified_official_website|missing_dglac_email|missing_coordinates|no_verified_complaint_workflow|official_social_unknown|no_event_evidence,60,2026-05-29,Official DGLAC detail fetched.,,,,,,,,,,
MUN-DGLAC-55947,active_in_local_registry,dglac_official_directory,55947,hosh_moussa,Hosh Moussa,حوش موسى,Hosh Moussa,حوش موسى,Beqaa,Zahle,https://www.dglac.gov.lb/en/web/guest/municipalities,https://www.dglac.gov.lb/municipalities,fetched,2026-05-24,Hosh Moussa,,,,33.8741507,36.0257080,yes,no,,not_found,none_found,not_found,unknown,unknown,not_found,unknown,unknown,unknown,,,,,,,,,no,248,T2_official_channel_gap,,,87,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,"""Hosh Moussa"" municipality Lebanon official website | ""Hosh Moussa"" municipality complaint form | ""حوش موسى"" بلدية شكوى | ""حوش موسى"" بلدية الموقع الرسمي","site:facebook.com ""Hosh Moussa"" municipality | site:facebook.com ""حوش موسى"" بلدية | site:instagram.com ""Hosh Moussa"" municipality | site:x.com ""Hosh Moussa"" municipality","""Hosh Moussa"" municipality repair Lebanon | ""حوش موسى"" بلدية اصلاح | NNA ""Hosh Moussa"" municipality | ""Hosh Moussa"" water electricity waste road Lebanon",0,,,,not_seen_in_text_extracted_moim,,,,,,,,,,,,missing_verified_official_website|missing_dglac_email|missing_coordinates|no_verified_complaint_workflow|official_social_unknown|no_event_evidence,60,2026-05-29,Official DGLAC detail fetched.,,,,,,,,,,
MUN-DGLAC-56055,active_in_local_registry,dglac_official_directory,56055,kfarzabad,Kfarzabad,كفرزبد,Kfarzabad,كفرزبد,Beqaa,Zahle,https://www.dglac.gov.lb/en/web/guest/municipalities,https://www.dglac.gov.lb/municipalities,fetched,2026-05-24,Kfarzabad,,,,33.7908163,35.9978848,yes,no,,not_found,none_found,not_found,unknown,unknown,not_found,unknown,unknown,unknown,,,,,,,,,no,256,T2_official_channel_gap,,,87,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,"""Kfarzabad"" municipality Lebanon official website | ""Kfarzabad"" municipality complaint form | ""كفرزبد"" بلدية شكوى | ""كفرزبد"" بلدية الموقع الرسمي","site:facebook.com ""Kfarzabad"" municipality | site:facebook.com ""كفرزبد"" بلدية | site:instagram.com ""Kfarzabad"" municipality | site:x.com ""Kfarzabad"" municipality","""Kfarzabad"" municipality repair Lebanon | ""كفرزبد"" بلدية اصلاح | NNA ""Kfarzabad"" municipality | ""Kfarzabad"" water electricity waste road Lebanon",0,,,,matched_to_dglac,exact_ar_name_in_governorate,1.000,MOIM-2025-29bd5ec21b1f,كفرزبد,البقاع,زحلة,15,31,MOIM-2025-349b7211cf87,https://moim.gov.lb/wp-content/uploads/2025/07/نتائج-الانتخابات-البلدية2025-قضاء-زحلة.pdf,high,missing_verified_official_website|missing_dglac_email|missing_coordinates|no_verified_complaint_workflow|official_social_unknown|no_event_evidence,60,2026-05-29,Official DGLAC detail fetched.,,,,,,,,,,
MUN-DGLAC-55884,active_in_local_registry,dglac_official_directory,55884,maaloula_and_taanayel,Maaloula and Taanayel,معلقة وتعنايل,Maaloula and Taanayel,معلقة وتعنايل,Beqaa,Zahle,https://www.dglac.gov.lb/en/web/guest/municipalities,https://www.dglac.gov.lb/municipalities,fetched,2026-05-24,Maaloula and Taanayel,,,,33.7960714,35.8720779,yes,yes,https://www.dglac.gov.lb/municipality-form,needs_review,generic_dglac_form_needs_municipality_binding_verification,not_found,unknown,unknown,needs_review,unknown,unknown,unknown,,,,,,,,,no,731,T3_form_present_needs_corroboration,,,70,verify_dglac_form_then_social_news_search,dglac_form_present_verify_workflow;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,"""Maaloula and Taanayel"" municipality Lebanon official website | ""Maaloula and Taanayel"" municipality complaint form | ""معلقة وتعنايل"" بلدية شكوى | ""معلقة وتعنايل"" بلدية الموقع الرسمي","site:facebook.com ""Maaloula and Taanayel"" municipality | site:facebook.com ""معلقة وتعنايل"" بلدية | site:instagram.com ""Maaloula and Taanayel"" municipality | site:x.com ""Maaloula and Taanayel"" municipality","""Maaloula and Taanayel"" municipality repair Lebanon | ""معلقة وتعنايل"" بلدية اصلاح | NNA ""Maaloula and Taanayel"" municipality | ""Maaloula and Taanayel"" water electricity waste road Lebanon",0,,,,not_seen_in_text_extracted_moim,,,,,,,,,,,,missing_verified_official_website|missing_dglac_email|missing_coordinates|generic_dglac_form_only|official_social_unknown|no_event_evidence,70,2026-05-29,Official DGLAC detail fetched. Generic DGLAC municipality-form link present; not a verified local portal.,,,,,,,,,,
MUN-DGLAC-56064,active_in_local_registry,dglac_official_directory,56064,majdal_anjar,Majdal Anjar,مجدل عنجر,Majdal Anjar,مجدل عنجر,Beqaa,Zahle,https://www.dglac.gov.lb/en/web/guest/municipalities,https://www.dglac.gov.lb/municipalities,fetched,2026-05-24,Majdal Anjar,,,,33.7075882,35.9054830,yes,no,,not_found,none_found,not_found,unknown,unknown,not_found,unknown,unknown,unknown,,,,,,,,,no,261,T2_official_channel_gap,,,87,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,"""Majdal Anjar"" municipality Lebanon official website | ""Majdal Anjar"" municipality complaint form | ""مجدل عنجر"" بلدية شكوى | ""مجدل عنجر"" بلدية الموقع الرسمي","site:facebook.com ""Majdal Anjar"" municipality | site:facebook.com ""مجدل عنجر"" بلدية | site:instagram.com ""Majdal Anjar"" municipality | site:x.com ""Majdal Anjar"" municipality","""Majdal Anjar"" municipality repair Lebanon | ""مجدل عنجر"" بلدية اصلاح | NNA ""Majdal Anjar"" municipality | ""Majdal Anjar"" water electricity waste road Lebanon",0,,,,matched_to_dglac,exact_ar_name_in_governorate,1.000,MOIM-2025-b4be40b02a61,مجدل عنجر,البقاع,زحلة,18,36,MOIM-2025-349b7211cf87,https://moim.gov.lb/wp-content/uploads/2025/07/نتائج-الانتخابات-البلدية2025-قضاء-زحلة.pdf,high,missing_verified_official_website|missing_dglac_email|missing_coordinates|no_verified_complaint_workflow|official_social_unknown|no_event_evidence,60,2026-05-29,Official DGLAC detail fetched.,,,,,,,,,,
MUN-DGLAC-56082,active_in_local_registry,dglac_official_directory,56082,makse,Makse,مكسي,Makse,مكسي,Beqaa,Zahle,https://www.dglac.gov.lb/en/web/guest/municipalities,https://www.dglac.gov.lb/municipalities,fetched,2026-05-24,Makse,,,,33.8086419,35.8307719,yes,no,,not_found,none_found,not_found,unknown,unknown,not_found,unknown,unknown,unknown,,,,,,,,,no,263,T2_official_channel_gap,,,87,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,"""Makse"" municipality Lebanon official website | ""Makse"" municipality complaint form | ""مكسي"" بلدية شكوى | ""مكسي"" بلدية الموقع الرسمي","site:facebook.com ""Makse"" municipality | site:facebook.com ""مكسي"" بلدية | site:instagram.com ""Makse"" municipality | site:x.com ""Makse"" municipality","""Makse"" municipality repair Lebanon | ""مكسي"" بلدية اصلاح | NNA ""Makse"" municipality | ""Makse"" water electricity waste road Lebanon",0,,,,not_seen_in_text_extracted_moim,,,,,,,,,,,,missing_verified_official_website|missing_dglac_email|missing_coordinates|no_verified_complaint_workflow|official_social_unknown|no_event_evidence,60,2026-05-29,Official DGLAC detail fetched.,,,,,,,,,,
MUN-DGLAC-56109,active_in_local_registry,dglac_official_directory,56109,massa,Massa,ماسا,Massa,ماسا,Beqaa,Zahle,https://www.dglac.gov.lb/en/web/guest/municipalities,https://www.dglac.gov.lb/municipalities,fetched,2026-05-24,Massa,,,,33.8435934,36.0665551,yes,no,,not_found,none_found,not_found,unknown,unknown,not_found,unknown,unknown,unknown,,,,,,,,,no,265,T2_official_channel_gap,,,87,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,"""Massa"" municipality Lebanon official website | ""Massa"" municipality complaint form | ""ماسا"" بلدية شكوى | ""ماسا"" بلدية الموقع الرسمي","site:facebook.com ""Massa"" municipality | site:facebook.com ""ماسا"" بلدية | site:instagram.com ""Massa"" municipality | site:x.com ""Massa"" municipality","""Massa"" municipality repair Lebanon | ""ماسا"" بلدية اصلاح | NNA ""Massa"" municipality | ""Massa"" water electricity waste road Lebanon",0,,,,matched_to_dglac,exact_ar_name_in_governorate,1.000,MOIM-2025-25bc5752dce4,ماسا,البقاع,زحلة,9,9,MOIM-2025-349b7211cf87,https://moim.gov.lb/wp-content/uploads/2025/07/نتائج-الانتخابات-البلدية2025-قضاء-زحلة.pdf,high,missing_verified_official_website|missing_dglac_email|missing_coordinates|no_verified_complaint_workflow|official_social_unknown|no_event_evidence,60,2026-05-29,Official DGLAC detail fetched.,,,,,,,,,,
MUN-DGLAC-56073,active_in_local_registry,dglac_official_directory,56073,mrayjet,Mrayjet,مريجات,Mrayjet,مريجات,Beqaa,Zahle,https://www.dglac.gov.lb/en/web/guest/municipalities,https://www.dglac.gov.lb/municipalities,fetched,2026-05-24,Mrayjet,,,,33.8069826,35.8167828,yes,no,,not_found,none_found,not_found,unknown,unknown,not_found,unknown,unknown,unknown,,,,,,,,,no,267,T2_official_channel_gap,,,87,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,"""Mrayjet"" municipality Lebanon official website | ""Mrayjet"" municipality complaint form | ""مريجات"" بلدية شكوى | ""مريجات"" بلدية الموقع الرسمي","site:facebook.com ""Mrayjet"" municipality | site:facebook.com ""مريجات"" بلدية | site:instagram.com ""Mrayjet"" municipality | site:x.com ""Mrayjet"" municipality","""Mrayjet"" municipality repair Lebanon | ""مريجات"" بلدية اصلاح | NNA ""Mrayjet"" municipality | ""Mrayjet"" water electricity waste road Lebanon",0,,,,matched_to_dglac,exact_ar_name_in_governorate,1.000,MOIM-2025-018d5e681bf9,مريجات,البقاع,زحلة,12,20,MOIM-2025-349b7211cf87,https://moim.gov.lb/wp-content/uploads/2025/07/نتائج-الانتخابات-البلدية2025-قضاء-زحلة.pdf,high,missing_verified_official_website|missing_dglac_email|missing_coordinates|no_verified_complaint_workflow|official_social_unknown|no_event_evidence,60,2026-05-29,Official DGLAC detail fetched.,,,,,,,,,,
MUN-DGLAC-56136,active_in_local_registry,dglac_official_directory,56136,nasiriya,Nasiriya,ناصرية,Nasiriya,ناصرية,Beqaa,Zahle,https://www.dglac.gov.lb/en/web/guest/municipalities,https://www.dglac.gov.lb/municipalities,fetched,2026-05-24,Nasiriya,,,,33.8577205,36.0769801,yes,no,,not_found,none_found,not_found,unknown,unknown,not_found,unknown,unknown,unknown,,,,,,,,,no,269,T2_official_channel_gap,,,87,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,"""Nasiriya"" municipality Lebanon official website | ""Nasiriya"" municipality complaint form | ""ناصرية"" بلدية شكوى | ""ناصرية"" بلدية الموقع الرسمي","site:facebook.com ""Nasiriya"" municipality | site:facebook.com ""ناصرية"" بلدية | site:instagram.com ""Nasiriya"" municipality | site:x.com ""Nasiriya"" municipality","""Nasiriya"" municipality repair Lebanon | ""ناصرية"" بلدية اصلاح | NNA ""Nasiriya"" municipality | ""Nasiriya"" water electricity waste road Lebanon",0,,,,matched_to_dglac,reconciliation_auto_exact_articleless_ar,1.000,MOIM-2025-b261d312b9d4,الناصرية,البقاع,زحلة,12,15,MOIM-2025-349b7211cf87,https://moim.gov.lb/wp-content/uploads/2025/07/نتائج-الانتخابات-البلدية2025-قضاء-زحلة.pdf,high,missing_verified_official_website|missing_dglac_email|missing_coordinates|no_verified_complaint_workflow|official_social_unknown|no_event_evidence,60,2026-05-29,Official DGLAC detail fetched.,,,,,,,,,,
MUN-DGLAC-56037,active_in_local_registry,dglac_official_directory,56037,qob_elias_wadi_el_dleim,Qob Elias - Wadi El-Dleim,قب الياس - وادي الدلم,Qob Elias - Wadi El-Dleim,قب الياس - وادي الدلم,Beqaa,Zahle,https://www.dglac.gov.lb/en/web/guest/municipalities,https://www.dglac.gov.lb/municipalities,fetched,2026-05-24,Qob Elias - Wadi El-Dleim,,,,33.7973300,35.8158521,yes,no,,not_found,none_found,not_found,unknown,unknown,not_found,unknown,unknown,unknown,,,,,,,,,no,272,T2_official_channel_gap,,,87,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,"""Qob Elias - Wadi El-Dleim"" municipality Lebanon official website | ""Qob Elias - Wadi El-Dleim"" municipality complaint form | ""قب الياس - وادي الدلم"" بلدية شكوى | ""قب الياس - وادي الدلم"" بلدية الموقع الرسمي","site:facebook.com ""Qob Elias - Wadi El-Dleim"" municipality | site:facebook.com ""قب الياس - وادي الدلم"" بلدية | site:instagram.com ""Qob Elias - Wadi El-Dleim"" municipality | site:x.com ""Qob Elias - Wadi El-Dleim"" municipality","""Qob Elias - Wadi El-Dleim"" municipality repair Lebanon | ""قب الياس - وادي الدلم"" بلدية اصلاح | NNA ""Qob Elias - Wadi El-Dleim"" municipality | ""Qob Elias - Wadi El-Dleim"" water electricity waste road Lebanon",0,,,,matched_to_dglac,reconciliation_auto_exact_token_set_ar,0.992,MOIM-2025-3462d9455d3c,وادي الدلم+ قب الياس,البقاع,زحلة,18,39,MOIM-2025-349b7211cf87,https://moim.gov.lb/wp-content/uploads/2025/07/نتائج-الانتخابات-البلدية2025-قضاء-زحلة.pdf,high,missing_verified_official_website|missing_dglac_email|missing_coordinates|no_verified_complaint_workflow|official_social_unknown|no_event_evidence,60,2026-05-29,Official DGLAC detail fetched.,,,,,,,,,,
